favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str 
74104,Twitter for iPhone,"...And it will get, as I have always said, much better from even here! https://t.co/El26RzBjpG",,False,Sun Aug 26 14:27:16 +0000 2018,16730,1033722550881329152
88036,Twitter for iPhone,Allegations made by Senator Jon Tester against Admiral/Doctor Ron Jackson are proving false. The Secret Service is… https://t.co/dybHbNNsoi,,False,Sat Apr 28 12:07:16 +0000 2018,23732,990200773232529413
319,Twitter Web Client,"""@nanaelaine7 @realDonaldTrump only YOU can make it GREAT again. Your plan is the only one inside reality. MAKE AMERICA GREAT with TRUMP""",,False,Thu Jun 25 13:17:26 +0000 2015,108,614059828416221185
1523,Twitter Web Client,Nice story from @businessinsider http://t.co/O0snYivV0M,,False,Fri Oct 16 20:14:15 +0000 2015,856,655114551805915136
66960,Twitter for iPhone,China’s top trade negotiators are in the U.S. meeting with our representatives. Meetings are going well with good i… https://t.co/lbP9T3biB5,,False,Thu Jan 31 12:41:56 +0000 2019,14078,1090953323895840768
2786,Twitter Web Client,Heading to Boston to see another huge crowd! My friend Tom Brady is a great competitor and golf partner. https://t.co/lWpbffq5bp,,False,Fri Oct 16 21:54:28 +0000 2015,1127,655139771342299137
1319,Twitter for Android,"""@xXFlameriumXx:  @MikeandDawnNY Good job Mr. Trump. The way you respond shows that you truly are ready to be the next US president! #Trump""",,False,Thu Oct 29 15:57:05 +0000 2015,592,659760878582022144
52483,Twitter for iPhone,"....came to the campaign. Few people knew the young, low level volunteer named George, who has already proven to be a liar. Check the DEMS!",,False,Tue Oct 31 12:16:08 +0000 2017,11530,925335577217683456
102976,Twitter for iPhone,“Democrats can’t find a Smocking Gun tying the Trump campaign to Russia after James Comey’s testimony. No Smocking… https://t.co/FDEsflAVZ5,,False,Mon Dec 10 11:46:11 +0000 2018,24412,1072095127894667265
111308,Twitter for iPhone,"We must have Border Security, get rid of Chain, Lottery, Catch &amp; Release Sanctuary Cities - go to Merit based Immig… https://t.co/7nTzbVrU6H",,False,Mon Jul 30 11:57:34 +0000 2018,27534,1023900404352991232
2489,Twitter Web Client,Per @rushlimbaugh: Why does Hillary Clinton get the benefit of the doubt (after she DESTROYS her illegal email server) ...,,False,Wed Jul 29 20:54:45 +0000 2015,1717,626496102754328576
111436,Twitter for iPhone,"No Collusion and No Obstruction, except by Crooked Hillary and the Democrats. All of the resignations and corruptio… https://t.co/gMgat9Em3o",,False,Sun Aug 19 11:30:41 +0000 2018,27906,1031141396776984576
18558,Twitter for iPhone,Will be participating in a town hall event- hosted by @SeanHannity tonight at 10pmE on @FoxNews. Enjoy! https://t.co/7nReqYM7FF,,False,Wed Aug 17 22:25:02 +0000 2016,5245,766038151206936576
5473,Twitter for Android,Will be interviewed on @NewDay on @CNN at 7:15 A.M.,,False,Wed Mar 16 10:30:14 +0000 2016,1132,710050536259764226
62114,Twitter for iPhone,"On Yom HaShoah we remember the six million Jews slaughtered in the Holocaust. With each passing year, our duty to r… https://t.co/yZ0pleVvDm",,False,Thu Apr 12 16:42:54 +0000 2018,15353,984471933050937344
100468,Twitter for Android,Mitt Romney called to congratulate me on the win. Very nice!,,False,Sun Nov 13 14:45:28 +0000 2016,13595,797812630312382464
70699,Twitter for iPhone,We have put a great team together for our talks with North Korea. Meetings are currently taking place concerning Su… https://t.co/aq8QGHcDLY,,False,Tue May 29 10:30:32 +0000 2018,15565,1001410457092218880
81956,Twitter for iPhone,In any event we are EXTREME VETTING people coming into the U.S. in order to help keep our country safe. The courts are slow and political!,,False,Mon Jun 05 10:44:18 +0000 2017,17945,871679061847879682
4212,Twitter for Android,"Hillary said at debate ISIS is ""going to people showing videos in order to recruit more radical jihadistst."" She made up story-want apology!",,False,Mon Dec 21 11:47:58 +0000 2015,1534,678904742198820864
84751,Twitter for iPhone,"DACA is dead because the Democrats didn’t care or act, and now everyone wants to get onto the DACA bandwagon... No… https://t.co/8PfirxPo6U",,False,Mon Apr 02 11:17:19 +0000 2018,20860,980766121983987712
11976,Twitter for Android,I am the only Republican who will get large numbers of Dems and Indies (crossover). I will also get states that no other Republican can get.,,False,Sun Feb 28 12:43:28 +0000 2016,4094,703923471391264768
32097,Twitter for iPhone,....and has been horrible on Virginia economy. Vote @EdWGillespie today!,realDonaldTrump,False,Tue Nov 07 10:53:19 +0000 2017,6283,927851452185407490
2769,Twitter for iPhone,"#GOPDebate #Trump2016
https://t.co/czHzN0QkQN",,False,Wed Dec 16 02:05:49 +0000 2015,939,676946298436755456
772,Twitter for BlackBerry,"My response to the failing Des Moines Register, the ultra liberal paper that has no power in Iowa https://t.co/4bEAW1sDzU",,False,Tue Jul 21 21:44:40 +0000 2015,402,623609561228951552
69712,Twitter for iPhone,"Many NATO countries have agreed to step up payments considerably, as they should. Money is beginning to pour in- NATO will be much stronger.",,False,Sat May 27 10:03:12 +0000 2017,14841,868407229380268033
99393,Twitter for iPhone,"Stock Market had another good day but, now that the Tax Cut Bill has passed, we have tremendous upward potential. D… https://t.co/nTAj1FDp2U",,False,Thu Jan 04 02:11:31 +0000 2018,17881,948738634722742273
4741,Twitter for iPhone,"I was referring to a backstop for pre-existing conditions. I will eliminate the law, in its entirety, &amp; replace it w/ something much better.",,False,Fri Feb 19 20:29:01 +0000 2016,1574,700779139985440769
126149,Twitter for iPhone,Amazing! https://t.co/uUNCL1hPAk,,False,Tue Feb 19 03:00:50 +0000 2019,34973,1097692456911626243
14658,Twitter for Android,"I have over seven million hits on social media re Crooked Hillary Clinton. Check it out Sleepy Eyes, @MarkHalperin @NBCPolitics",,False,Wed Jul 06 14:06:38 +0000 2016,4469,750692436687585280
92368,Twitter for iPhone,Stock Market just hit another record high! Jobs looking very good.,,False,Tue Oct 24 14:35:32 +0000 2017,17183,922833943749103621
84096,Twitter for iPhone,"Just got back to the White House from the Great States of Texas and Louisiana, where things are going well. Such cooperation &amp; coordination!",,False,Sun Sep 03 02:57:43 +0000 2017,13747,904176553621307396
103362,Twitter for iPhone,"Congratulations to Eric &amp; Lara on the birth of their son, Eric ""Luke"" Trump this morning! https://t.co/Aw0AV82XdE",,False,Tue Sep 12 18:41:50 +0000 2017,15042,907675638055743489
95064,Twitter for iPhone,It is the Democrats fault for being weak and ineffective with Boarder Security and Crime. Tell them to start thinki… https://t.co/P1CiI0U73I,,False,Mon Jun 18 13:53:48 +0000 2018,21540,1008709364939677697
2374,Twitter for Android,"""@trumpy17: @realDonaldTrump gave an AWESOME speech in Claremont tonight!!",,False,Wed Jan 06 02:33:40 +0000 2016,684,684563455001636864
4120,Twitter for iPhone,"Why does @CNN &amp; @andersoncooper waste airtime by putting failed campaign strategist, Stuart Stevens - who lost BIG for Romney - on the show?",,False,Thu Jan 14 04:25:19 +0000 2016,1111,687490653153050625
125308,Twitter Web Client,"I don’t blame China, I blame the incompetence of past Admins for allowing China to take advantage of the U.S. on tr… https://t.co/zql9WFEZlF",,False,Thu Nov 09 23:39:56 +0000 2017,25875,928769154345324544
41424,Twitter for iPhone,https://t.co/yfwdyUHmn3,,False,Wed Jun 20 17:37:42 +0000 2018,10920,1009490487051513861
11449,Twitter for Android,"Get out and vote West Virginia, we will MAKE AMERICA GREAT AGAIN!",,False,Tue May 10 10:20:40 +0000 2016,4212,729979461404340224
83022,Twitter for iPhone,Arrived in Argentina with a very busy two days planned. Important meetings scheduled throughout. Our great Country… https://t.co/1qae0sDnNZ,,False,Fri Nov 30 03:31:14 +0000 2018,15372,1068346689784696833
2106,Twitter Web Client,.@CarlyFiorina I only said I was on @60Minutes four weeks ago with Putin—never said I was in Green Room. Separate pieces—great ratings!,,False,Fri Nov 13 20:18:12 +0000 2015,742,665262407254728704
1627,Twitter Web Client,I will be speaking at the #StopIranDeal rally shortly- watch live here- http://t.co/hSTaPf0QqO,,False,Wed Sep 09 17:33:24 +0000 2015,720,641665721097945092
787,Twitter for Android,"""@HCannonball: Everybody get on the Trump Train!! It's a First Class One-Way ticket to the White House with @realDonaldTrump #Trump2016""",,False,Sun Jun 28 19:48:21 +0000 2015,431,615245371388903425
41585,Twitter for Android,"In light of the horrible attack in Nice, France, I have postponed tomorrow's news conference concerning my Vice Presidential announcement.",,False,Thu Jul 14 23:09:57 +0000 2016,13249,753728269019549696
1652,Twitter Web Client,"Thank you @mcuban for your nice words. I am rapidly becoming a @dallasmavs fan!
   https://t.co/sLXkCh9qfg",,False,Tue Jul 28 16:04:46 +0000 2015,832,626060739850203136
53762,Twitter for iPhone,"Army Master Sgt. Charles H. McDaniel, 32, of Vernon, Indiana, and Army Pfc. William H. Jones, 19, of Nash County, N… https://t.co/oLmSJEZnlS",,False,Thu Sep 20 18:10:05 +0000 2018,12368,1042838322530398214
82300,Twitter for iPhone,"Why isn't the House Intelligence Committee looking into the Bill &amp; Hillary deal that allowed big Uranium to go to Russia, Russian speech....",,False,Tue Mar 28 01:26:04 +0000 2017,24773,846533818811080704
2825,Twitter Web Client,This whole Super PAC scam is very unfair to a person like me who has disavowed all PAC's &amp; is self-funding.,,False,Mon Oct 26 14:35:13 +0000 2015,1389,658653111159005184
110791,Twitter for iPhone,"The Mayor of Tijuana, Mexico, just stated that “the City is ill-prepared to handle this many migrants, the backlog… https://t.co/3pknZ3OT9V",,False,Sun Nov 18 18:42:59 +0000 2018,30687,1064227483187318784
6760,Twitter for Android,"Wow, my poll numbers have just been announced and have gone through the roof!",,False,Thu Dec 10 11:44:11 +0000 2015,2665,674917524597825536
80936,Twitter for iPhone,"Chuck Schumer said “the Summit was what the Texans call all cattle and no hat.” Thank you Chuck, but are you sure y… https://t.co/E0NI3Jm9QY",,False,Sun Jun 17 11:52:40 +0000 2018,18222,1008316495733186560
75156,Twitter for iPhone,"Heading to Helsinki, Finland – looking forward to meeting with President Putin tomorrow. Unfortunately, no matter h… https://t.co/nWMqAtCmyF",,False,Sun Jul 15 16:18:10 +0000 2018,14631,1018530167902228480
6591,Twitter for iPhone,#VoteTrump2016 &amp; together we will #MakeAmericaGreatAgain! THANK YOU for your support! https://t.co/bziqUSHnbi,,False,Sat Jan 02 03:32:13 +0000 2016,2697,683128636279361537
54113,Twitter for iPhone,So nice - great Americans outside Trump Tower right now. Thank you! https://t.co/34ATTgICTz,,False,Sat Oct 29 20:02:16 +0000 2016,20843,792456539151806464
15869,Twitter for iPhone,'Hillary Clinton Had Gun Control Supporters Planted In Town Hall Audience' https://t.co/1GVq74iW8a,,False,Mon Oct 24 16:37:58 +0000 2016,10316,790593186787840000
62019,Twitter for iPhone,Our thoughts and prayers are with everyone in the path of California’s wildfires. I encourage everyone to heed the… https://t.co/CO5bDgsj2t,,False,Wed Dec 06 16:11:55 +0000 2017,12460,938440878577856512
17425,Twitter Web Client,The National Border Patrol Council (NBPC) said that our open border is the biggest physical &amp; economic threat facing the American people!,,False,Fri Apr 01 14:24:46 +0000 2016,6415,715907761926750208
67478,Twitter for iPhone,"Congratulations to @KevinCramer on his huge win in North Dakota. We need Kevin in the Senate, and I strongly endors… https://t.co/qdIpcCXMd6",,False,Wed Jun 13 20:50:20 +0000 2018,14158,1007002252467458048
11960,Twitter for iPhone,"THANK YOU, NEW YORK! #Trump2016 https://t.co/ONDROBrDwr",,False,Thu Mar 31 22:33:09 +0000 2016,4465,715668280153911296
10355,Twitter for iPhone,"Lets go America! Get out &amp; #VoteTrump! #Trump2016
#MakeAmericaGreatAgain!
#SuperTuesday https://t.co/w0eAglHeh8 https://t.co/rGanPzZHmS",,False,Tue Mar 01 20:43:24 +0000 2016,3976,704769025000263682
15098,Twitter for Android,"The Cruz-Kasich pact is under great strain. This joke of a deal is falling apart, not being honored and almost dead. Very dumb!",,False,Tue Apr 26 10:42:39 +0000 2016,4744,724911563405189121
51591,Twitter for iPhone,"Together, we will show the world that the forces of destruction and extremism are NO MATCH for the BLESSINGS of PRO… https://t.co/kkzKdGIZlp",,False,Thu Sep 07 19:48:47 +0000 2017,12420,905880546185814016
89356,Twitter for iPhone,The Obstructionist Democrats have given us (or not fixed) some of the worst trade deals in World History. I am changing that fast!,,False,Mon Aug 14 10:54:08 +0000 2017,18275,897048688639574016
45176,Twitter Web Client,"Thank you Wisconsin! Tuesday was a great success for #WorkforceWeek at @WCTC w/ @IvankaTrump &amp; @GovWalker. 
Remarks… https://t.co/L8o396yYKX",,False,Thu Jun 15 21:43:14 +0000 2017,8436,875468769212149760
73176,Twitter for iPhone,So much SPIRIT in LA! Thank you to all of our HEREOS who saved many lives. An honor to spend time w/ @NationalGuard… https://t.co/z4PKmOxYno,,False,Sun Sep 03 05:17:04 +0000 2017,17425,904211620896886785
64462,Twitter for iPhone,"Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/CUutL5SZxQ",,False,Wed Mar 14 22:36:12 +0000 2018,12685,974051595834003457
56211,Twitter Media Studio,"In even the darkest moments, the light of our people has shown through their goodness, their courage and their love… https://t.co/SE1jMwLq5c",,False,Thu Oct 12 00:40:57 +0000 2017,12050,918275261011038210
17302,Twitter for iPhone,"I thought people weren’t celebrating? They were cheering all over, even this savage from Orlando. I was right. https://t.co/DrVa65X9rI",,False,Mon Jun 13 21:12:21 +0000 2016,8384,742464647878561794
77455,Twitter for Android,"Sen.Richard Blumenthal, who never fought in Vietnam when he said for years he had (major lie),now misrepresents what Judge Gorsuch told him?",,False,Thu Feb 09 11:57:59 +0000 2017,17340,829660612452036608
97809,Twitter for iPhone,https://t.co/bJ81QkOObW,,False,Sat Jan 19 21:24:23 +0000 2019,27048,1086736152059625473
4000,Twitter Web Client,Isn’t it amazing that @Macys paid a massive fine for profiling African Americans--&amp; then criticized me for discussing illegal immigration!,,False,Fri Jul 24 20:46:59 +0000 2015,2136,624682208691908608
2609,Twitter Web Client,2016 GOP Nomination Polls have me as #1 as seen on @SpecialReport with @BretBaier. http://t.co/iZZg1N8Mwu,,False,Wed Sep 02 20:54:20 +0000 2015,1842,639179575201800192
81405,Twitter for iPhone,"Great numbers on the economy. All of our work, including the passage of many bills &amp; regulation killing Executive Orders, now kicking in!",,False,Mon Jun 12 02:14:29 +0000 2017,17080,874087477807599616
64247,Twitter for Android,That was really exciting. Made all of my points. MAKE AMERICA GREAT AGAIN!,,False,Thu Oct 20 02:59:26 +0000 2016,19865,788937644642213888
60701,Twitter for iPhone,“Disability applications plunge as economy strengthens”  Failing New York Times,,False,Sat Jun 23 12:42:45 +0000 2018,12482,1010503423773507584
80913,Twitter for Android,"Australia, New Zealand, and more. I am always available to them. @nytimes is just upset that they looked like fools in their coverage of me.",,False,Wed Nov 16 12:25:21 +0000 2016,21173,798864532433211392
48665,Twitter Web Client,Anyone who doubts the strength or determination of the U.S. should look to our past....and you will doubt it no lon… https://t.co/n1Dc7xNmcg,,False,Wed Nov 08 03:14:34 +0000 2017,10999,928098389966942208
38630,Twitter for iPhone,Looking forward to being in the Great State of Ohio on Saturday night where I will be campaigning hard for a truly… https://t.co/fcU4sbS0NN,,False,Thu Aug 02 19:08:37 +0000 2018,8828,1025096045498454018
65020,Twitter for iPhone,"Statement from Secretary of Defense, James Mattis: https://t.co/OneaxKCneV",,False,Tue Sep 04 22:37:09 +0000 2018,20087,1037107325771948032
98755,Twitter for Android,"Intelligence agencies should never have allowed this fake news to ""leak"" into the public. One last shot at me.Are we living in Nazi Germany?",,False,Wed Jan 11 12:48:52 +0000 2017,28770,819164172781060096
1537,Twitter for Android,"""@JayknightJay: @RealBenCarson good morning. Easy on each other &amp; finish off the establishment guys. They hope you 2 will fight it out.""True",,False,Wed Oct 28 12:28:46 +0000 2015,692,659346064676229120
43814,Twitter for iPhone,"Join me live from the @WhiteHouse via #Periscope
https://t.co/wLXKoISSTG",,False,Wed Dec 06 18:05:04 +0000 2017,11652,938469354089385985
96164,Twitter for iPhone,"Congressman Ron DeSantis, a top student at Yale and Harvard Law School, is running for Governor of the Great State… https://t.co/xEkAqrqH6R",,False,Fri Jun 22 11:58:43 +0000 2018,23716,1010129956222001153
991,Twitter for Android,"""@GregWescott: @realDonaldTrump @seanhannity @FoxNews Another great interview. You were point on .... As good as it gets!""  Thanks!",,False,Tue Oct 13 03:26:40 +0000 2015,468,653773821200211968
171114,Twitter for iPhone,Fake News is truly the ENEMY OF THE PEOPLE!,,False,Sat Jan 19 03:24:49 +0000 2019,45571,1086464467481833480
55948,Twitter for iPhone,Thank you to Shawn Steel for the nice words on @FoxNews.,,False,Mon Jul 03 20:44:27 +0000 2017,8487,881976958556549120
15594,Twitter for Android,Why can't the pundits be honest? Hopefully we are all looking for a strong and great country again. I will make it strong and great!  JOBS!,,False,Sun Mar 27 20:55:59 +0000 2016,5016,714194279409848320
72048,Twitter for iPhone,https://t.co/UhTjBuWY2h,,False,Thu Mar 21 02:00:05 +0000 2019,18891,1108548803639066624
1073,Twitter for Android,"""@Destiny: Why didn't @seanhannity correct Jeb when he said @realDonaldTrump has run 4 president 2X B4~Jeb needs 2B corrected b/c he lied.""",,False,Thu Nov 05 09:07:48 +0000 2015,525,662194590909378560
7944,Twitter Web Client,Jennifer is a terrific person. https://t.co/EHL702civ5,,False,Fri Apr 08 19:12:12 +0000 2016,3054,718516815782088704
9782,Twitter Web Client,"Nobody beats me on National Security. 
https://t.co/sCrj4Ha1I5",,False,Fri Apr 08 20:06:21 +0000 2016,3573,718530443272970240
58345,Twitter for iPhone,Happy 70th Birthday @USAirForce! https://t.co/snkXO40vXM,,False,Mon Sep 18 13:14:46 +0000 2017,11256,909767654432526336
68366,Twitter for iPhone,I am calling on Congress to TERMINATE the diversity visa lottery program that presents significant vulnerabilities… https://t.co/GcHKCxTNyF,,False,Thu Nov 02 18:33:47 +0000 2017,15985,926155393490878464
1548,Twitter for Android,"""@EdwardFrancisII: ""Can't Be Bought"" @realDonaldTrump - #2016election http://t.co/3JmAo2Y94S""",,False,Tue Jul 21 05:47:34 +0000 2015,1031,623368699681095680
51622,Twitter for iPhone,"Congressman John Faso of New York has worked hard and smart. Strong on Crime, Borders and our 2nd Amendment, John i… https://t.co/F3iXDgidu6",,False,Tue Oct 23 15:41:03 +0000 2018,13140,1054759617165754372
333082,Twitter for iPhone,"Had a very good conversation with the newly elected President of Brazil, Jair Bolsonaro, who won his race by a subs… https://t.co/zq4N2zvF65",,False,Mon Oct 29 12:28:08 +0000 2018,88673,1056885392522260480
38664,Twitter for iPhone,It was an honor to stop by a #SchoolChoice event hosted by @VP Pence and @usedgov Secretary @BetsyDeVosED at the… https://t.co/B8VxVsYNHA,,False,Wed May 03 20:57:56 +0000 2017,7912,859874689442775045
2018,Twitter for Android,"""@aews: Another clip that seems to vindicate The Donald... https://t.co/ffXmpjxUrV""",,False,Fri Dec 04 10:40:56 +0000 2015,1076,672727277134880768
16670,Twitter for Android,"George Will, one of the most overrated political pundits (who lost his way long ago), has left the Republican Party.He's made many bad calls",,False,Sun Jun 26 11:24:00 +0000 2016,4944,747027629652443136
83854,Twitter for iPhone,NEW BOOK - A MUST READ! “The Russia Hoax - The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump” by t… https://t.co/3PvEnKIFuo,,False,Wed May 02 13:33:41 +0000 2018,22886,991672075491438594
80885,Twitter for iPhone,Companies are giving big bonuses to their workers because of the Tax Cut Bill. Really great!,,False,Tue Jan 02 13:49:23 +0000 2018,13942,948189482284707840
83778,Twitter for iPhone,"Wacky Omarosa, who got fired 3 times on the Apprentice, now got fired for the last time. She never made it, never w… https://t.co/Z1ThUIHjr5",,False,Mon Aug 13 13:27:08 +0000 2018,18897,1028996374174593025
21437,Twitter for Android,"Will be in Missouri today with Melania for the funeral of a wonderful and truly respected woman, Phyllis S!",,False,Sat Sep 10 12:43:08 +0000 2016,5311,774589019929866240
152053,Twitter for iPhone,"To those in the Caravan, turnaround, we are not letting people into the United States illegally. Go back to your Co… https://t.co/Er8gCUfVYU",,False,Thu Oct 25 18:31:07 +0000 2018,43086,1055527191235227648
76998,Twitter for iPhone,"No matter what happens today in the Senate, Republican House Members should be very proud of themselves. They flew… https://t.co/2cxHVgaVZ4",,False,Fri Dec 21 12:19:46 +0000 2018,17296,1076089846266036231
115158,Twitter for iPhone,We need the Wall for the safety and security of our country. We need the Wall to help stop the massive inflow of dr… https://t.co/wlyEE41v2w,,False,Thu Jan 18 13:16:26 +0000 2018,26135,953979393180950528
12387,Twitter for iPhone,When you can't say it - or see it -- you can't fix it. We will MAKE AMERICA SAFE AGAIN! #ImWithYou #AmericaFirst https://t.co/Vd2A747L29,,False,Sat Jul 02 01:29:25 +0000 2016,4481,749052325130534912
104799,Twitter for iPhone,Even Trump Haters like (MS)NBC acknowledge you “BUILD A WALL &amp; CRIME WILL FALL!” https://t.co/bKIgmHUW5P,,False,Wed Jan 23 19:00:06 +0000 2019,31484,1088149393851760642
74409,Twitter for iPhone,"“Bruce Ohr of DOJ is in legal jeopardy, it’s astonishing that he’s still employed. Bruce &amp; Nelly Ohr’s bank account… https://t.co/oYEVFX8JGX",,False,Sat Aug 18 01:46:26 +0000 2018,20152,1030631977135812610
77443,Twitter for iPhone,"Chairman Kim realizes, perhaps better than anyone else, that without nuclear weapons, his country could fast become… https://t.co/smNbOvs6UB",,False,Sun Feb 24 13:19:19 +0000 2019,16939,1099660044004704260
1354,Twitter Web Client,"I will be going to Atlanta, Georgia tomorrow—here’s the info: http://t.co/Ty3VYUMphm. Hope to see you there! #MakeAmericaGreatAgain!",,False,Fri Oct 09 17:50:05 +0000 2015,857,652541555870408704
27183,Twitter for Android,I will be interviewed today on Fox News Sunday with Chris Wallace at 10:00 (Eastern) Network. ENJOY!,,False,Sun Dec 11 12:56:18 +0000 2016,5038,807932020236124160
73621,Twitter for iPhone,".... Amazon, like the Washington Post. It’s hard to remember that not so long ago America had prestige media outlet… https://t.co/l4dAqRDkxh",,False,Tue Mar 05 02:10:34 +0000 2019,18029,1102753238451929088
19102,Twitter for iPhone,"#CrookedHillary is outspending me by a combined 31 to 1 in Florida, Ohio, &amp; Pennsylvania. I haven't started yet! https://t.co/BcoPrwqFMe",,False,Wed Jul 13 21:22:44 +0000 2016,6934,753338900647665664
4245,Twitter for iPhone,"Thank you! #Trump2016 
https://t.co/dTL7uybyeH https://t.co/yhQUQiuswl",,False,Mon Dec 28 22:51:33 +0000 2015,1401,681608453501014016
67058,Twitter for iPhone,Looking at Air Force One @ MIA. Why is he campaigning instead of creating jobs &amp; fixing Obamacare? Get back to work for the American people!,,False,Thu Nov 03 15:19:12 +0000 2016,26908,794197242471124992
26197,Twitter for Android,Heading to Pennsylvania for a big rally tonight. We will MAKE AMERICA GREAT AGAIN!,,False,Sat Oct 01 21:29:56 +0000 2016,7961,782331741369462784
46985,Twitter for iPhone,Just landed in Argentina with @FLOTUS Melania! #G20Summit https://t.co/Zg15gmPazF,,False,Fri Nov 30 01:41:50 +0000 2018,8799,1068319160093032448
284,Twitter for Android,"""@mcgranejt: @realDonaldTrump @krauthammer @ChuckLane1 both fools &amp; out of touch with reality! We need Trump. #MakeAmericaGreatAgain""",,False,Sat Jul 11 11:38:47 +0000 2015,110,619833208729829376
81965,Twitter for iPhone,"In 1960, there were approximately 20,000 pages in the Code of Federal Regulations. Today there are over 185,000 pag… https://t.co/rZFkxL4QJM",,False,Thu Dec 14 20:35:13 +0000 2017,23111,941406242785955841
1068,Twitter for Android,"""@Patrick0215: @Thatsalrighty @oreillyfactor @FoxNews @KarlRove Rove is suffering from @JebBush defeatism. #MakeAmericaGreatAgain""",,False,Wed Sep 02 10:12:06 +0000 2015,697,639017949211295744
4200,Twitter for iPhone,"On my way to Charleston/Mount Pleasant, South Carolina. Big crowd. Look forward to it! #USSYorktown https://t.co/1Z9Z4uDWaf",,False,Mon Dec 07 22:45:51 +0000 2015,1270,673996874781708288
72199,Twitter for Android,"For eight years Russia ""ran over"" President Obama, got stronger and stronger, picked-off Crimea and added missiles. Weak! @foxandfriends",,False,Tue Mar 07 13:13:20 +0000 2017,15761,839101660886614016
30588,Twitter Web Client,"We agree @POTUS-

""SHE'LL (Hillary Clinton) SAY ANYTHING &amp; CHANGE NOTHING. IT'S TIME TO TURN THE PAGE"" -President Obama",,False,Mon Oct 10 02:20:35 +0000 2016,12834,785303987700527104
5661,Twitter for Android,"Just got back from the Iowa State Fair. Record crowds, phenomenal people. Thank you IOWA, I will never let you down!",,False,Sat Aug 15 22:09:24 +0000 2015,2558,632675483210092544
77123,Twitter for iPhone,"Obama Administration legalized bump stocks. BAD IDEA. As I promised, today the Department of Justice will issue the… https://t.co/gm8BSGsnKT",,False,Fri Mar 23 20:50:30 +0000 2018,15513,977286489410240514
1408,Twitter Web Client,"""@CFT1 @realDonaldTrump doing a great job in New Hampshire today ! #MakeAmericaGreatAgain""",,False,Mon Oct 12 17:13:19 +0000 2015,608,653619468124450816
91221,Twitter for iPhone,"....If this is done, illegal immigration will be stopped in it’s tracks - and at very little, by comparison, cost.… https://t.co/HDii4VkUNc",,False,Mon Jun 25 12:54:25 +0000 2018,20847,1011231137233080321
50606,Twitter for iPhone,FEMA &amp; First Responders are doing a GREAT job in Puerto Rico. Massive food &amp; water delivered. Docks &amp; electric grid dead. Locals trying....,,False,Thu Sep 28 23:41:58 +0000 2017,9865,913549374227181568
1723,Twitter Web Client,Our country is in a major crisis of incompetent leadership. We cannot continue to go on with these politicians who do nothing but talk.,,False,Fri Jun 19 20:31:45 +0000 2015,1206,611994802289307648
17855,Twitter for iPhone,"Nation's Immigration And Customs Enforcement Officers (ICE) Make First-Ever Presidential Endorsement:
https://t.co/eO1UY5N9J1",,False,Thu Oct 06 01:53:05 +0000 2016,8126,783847514088824832
50555,Twitter for iPhone,"I am very supportive of the Senate #HealthcareBill. Look forward to making it really special! Remember, ObamaCare is dead.",,False,Thu Jun 22 22:40:27 +0000 2017,9927,878019881353871360
10833,Twitter for Android,"Gov.Kasich of Ohio just stated on a morning show that he doesn't watch politics or anything on television, he only watches the @GolfChannel",,False,Sun Mar 13 14:49:44 +0000 2016,3854,709028677497921537
150968,Twitter for iPhone,"If anybody but your favorite President, Donald J. Trump, announced that, after decimating ISIS in Syria, we were go… https://t.co/BNlBGpUobj",,False,Sun Dec 23 01:59:29 +0000 2018,32734,1076658521926656000
22562,Twitter for iPhone,"Crooked Hillary -- Makes History! 
#ImWithYou #AmericaFirst https://t.co/PKQhYhMmIX",,False,Sat Jul 02 15:19:19 +0000 2016,9757,749261175968436224
73303,Twitter for iPhone,"The Woodward book is a Joke - just another assault against me, in a barrage of assaults, using now disproven unname… https://t.co/5QT9z2UQz6",,False,Mon Sep 10 11:22:29 +0000 2018,16097,1039111866956566528
8006,Twitter for Android,"""@roadsho: Challenge to all WI gun owners. Vote @realDonaldTrump.The only candidate that will protect your rights! https://t.co/qjTYLj8bxM",,False,Tue Apr 05 17:15:12 +0000 2016,2941,717400207898591232
55809,Twitter for iPad,It was an honor to join you this morning. Thank you! https://t.co/NOUTroe8MV,,False,Mon Jul 16 08:56:58 +0000 2018,9998,1018781525309943808
1046,Twitter Web Client,A country must enforce its borders. Respect for the rule of law is at our country’s core. We must build a wall! https://t.co/u25yI5T7E8,,False,Thu Jul 02 19:24:12 +0000 2015,627,616688843434139648
81282,Twitter for iPhone,"Workers of firm involved with the discredited and Fake Dossier take the 5th. Who paid for it, Russia, the FBI or the Dems (or all)?",,False,Thu Oct 19 11:56:15 +0000 2017,23893,920981920787386368
1988,Twitter for Android,"""@LookerCherry: @realDonaldTrump The polls are for the news cycle. Trump is miles ahead and leaving all others in the dust, ""don't doubt me""",,False,Tue Nov 03 14:51:44 +0000 2015,981,661556370475524096
49467,Twitter for iPhone,".@DebbieStabenow voted against Tax Cuts, great Healthcare, Supreme Court Justices and all of the many things the pe… https://t.co/6QxqxzVjrU",,False,Mon Nov 05 13:13:20 +0000 2018,14491,1059433483423178752
